object_id,short_description,observing_notes,best_seen,difficulty_naked_eye,difficulty_binocular,difficulty_small_scope,difficulty_medium_scope,difficulty_large_scope
messier-M50,"M50 (Ammasso a Forma di Cuore) è un ammasso aperto in Unicorno. È un ammasso aperto compatto nell'Unicorno, spesso descritto con una forma a cuore. Non è famoso, ma offre una visione pulita e piacevole.",A potenza medio-bassa cerca il profilo a cuore fra le stelle dell'Unicorno; un aumento moderato evidenzia una componente giallo-arancio che contrasta con il resto del gruppo. Lascia comunque un bordo di cielo per non perdere la sagoma.,Inverno boreale (estate australe),Difficile,Facile,Facile,Facile,Facile
messier-M51,"M51, la Galassia Vortice, è una spirale vista quasi di faccia in interazione con la compagna NGC 5195. In piccoli strumenti si distinguono due nuclei immersi in un alone comune; sotto cieli scuri e con aperture medie i bracci possono apparire come variazioni arcuate di luminosità e il ponte verso la compagna diventa intuibile. È uno dei migliori bersagli per tentare struttura spirale visuale.","Individua prima i due nuclei, poi usa visione distolta e ingrandimenti medi per cercare archi e ponte luminoso.",Primavera ed estate boreali (autunno e inverno australi),Non realistico,Difficile,Media,Facile,Facile
messier-M52,"M52 (Ammasso dello Scorpione) è un ammasso aperto in Cassiopea. È un ammasso ricco vicino a Cassiopea, bello proprio perché denso e minuto. Richiede un po' di attenzione per separarlo dal campo stellare della Via Lattea.",Usa un aumento medio per staccare il ventaglio compatto di stelle dal fondo di Cassiopea e cerca la componente più luminosa presso un'estremità. La vicina Nebulosa Bolla richiede tutt'altra scala e può beneficiare di un filtro; M52 va osservato senza filtro.,Estate e autunno boreali (inverno e primavera australi),Non realistico,Media,Facile,Facile,Facile
messier-M53,"M53 è un ammasso globulare in Chioma di Berenice. È un globulare remoto e compatto, vicino alla stella Diadem. Non è spettacolare come M13, ma ha un'eleganza raccolta e un nucleo molto netto.",La stella Diadem rende semplice lo star-hopping verso M53. Con un campo largo puoi includere anche il debole NGC 5053; passa poi a un aumento medio per sgranare il bordo compatto di M53.,Primavera ed estate boreali (autunno e inverno australi),Non realistico,Media,Media,Facile,Facile
messier-M54,M54 è un ammasso globulare in Sagittario. È un globulare particolare perché associato alla galassia nana del Sagittario: osservandolo guardi un oggetto legato a una piccola galassia in collisione con la nostra.,"M54 è piccolo e molto concentrato nel fitto campo del Sagittario. Dopo averlo riconosciuto a basso ingrandimento, usa una potenza medio-alta per separare il nucleo quasi stellare dalla tenue corona esterna.",Estate boreale (inverno australe),Non realistico,Media,Media,Facile,Facile
messier-M55,"M55 (Ammasso Spettro) è un ammasso globulare in Sagittario. È un globulare grande e relativamente sciolto: meno concentrato di molti altri, ma molto bello quando il cielo australe è pulito e trasparente.","M55 è ampio, sciolto e di bassa luminosità superficiale: richiede cielo australe trasparente più che ingrandimenti spinti. Un campo largo e una potenza media risolvono molte stelle conservando la forma complessiva.",Estate boreale (inverno australe),Non realistico,Media,Media,Facile,Facile
messier-M56,"M56 è un ammasso globulare in Lira. Sta tra Lira e Cigno, in una zona già ricca di bersagli. È un globulare discreto, più da serata paziente che da colpo d'occhio immediato.",Per trovare M56 percorri il tratto fra Albireo e Sulafat: nel ricco campo può sembrare soltanto una chiazza. Un aumento medio e la visione distolta isolano il nucleo e fanno comparire poche stelle periferiche.,Estate boreale (inverno australe),Non realistico,Difficile,Media,Facile,Facile
messier-M57,"M57, la Nebulosa Anello, è una planetaria compatta e ad alta luminosità superficiale nella Lira. Già con piccoli telescopi appare come un minuscolo anello o disco forato; aumentando l'ingrandimento il centro più scuro diventa netto e il bordo mostra luminosità non uniforme. La stella centrale è molto più difficile e richiede grande apertura e condizioni eccellenti.","Centralo a basso ingrandimento, poi sali con seeing stabile; un filtro OIII accentua l'anello, ma la stella centrale si cerca senza aspettative facili.",Estate boreale (inverno australe),Non realistico,Difficile,Media,Media,Facile
messier-M58,"M58 è una galassia spirale barrata in Vergine. È una spirale barrata della Vergine, visualmente sobria ma interessante perché porta struttura galattica dentro un oggetto non facile da leggere all'oculare.","Nel campo della Vergine M58 è una piccola luce ovale: usa ingrandimento medio-alto per separare il nucleo dal rigonfiamento e cerca un allungamento centrale trasversale, primo indizio della barra. I bracci restano molto più deboli; una carta evita di confonderla con le numerose galassie vicine.",Primavera ed estate boreali (autunno e inverno australi),Non realistico,Non realistico,Difficile,Media,Facile
messier-M59,"M59 è una galassia ellittica in Vergine. È una ellittica dell'ammasso della Vergine: non offre dettagli evidenti, ma diventa significativa quando la osservi come parte di una rete di galassie vicine in cielo.","Un piccolo telescopio mostra un ovale compatto con centro brillante; ingrandimenti medi lo separano bene dalle stelle, ma più apertura aggiunge poco dettaglio interno. Allarga poi il campo verso M58 e M60: il confronto tra le tre galassie è la parte più istruttiva dell'osservazione.",Primavera ed estate boreali (autunno e inverno australi),Non realistico,Non realistico,Difficile,Media,Facile
messier-M60,M60 è una galassia ellittica in Vergine. È una grande ellittica accanto alla spirale NGC 4647. Nel telescopio la coppia rende bene l'idea di quanto varia possa essere la popolazione della Vergine.,"Inquadra M60 con la spirale NGC 4647 aderente al suo bordo: a ingrandimento medio la prima è rotonda, brillante e fortemente concentrata, la seconda più piccola e diffusa. Il contrasto di profilo è il dettaglio visuale principale; la possibile interazione non è deducibile dall'oculare.",Primavera ed estate boreali (autunno e inverno australi),Non realistico,Difficile,Media,Media,Facile
messier-M61,"M61 (Galassia Spirale Rigonfia) è una galassia spirale in Vergine. È una spirale vista quasi frontalmente, famosa anche per le sue supernovae. Con cielo buio può mostrare un nucleo deciso e un alone più irregolare.","M61 è quasi frontale: a ingrandimento medio cerca un nucleo netto dentro un alone rotondo ma non uniforme. Con cielo buio e più apertura, tre addensamenti curvi possono suggerire la spirale e la barra; le supernovae storiche non lasciano strutture permanenti visibili.",Primavera ed estate boreali (autunno e inverno australi),Non realistico,Non realistico,Difficile,Media,Facile
messier-M62,"M62 (Ammasso Globulare Tremolante) è un ammasso globulare in Ofiuco. È un globulare asimmetrico e concentrato, vicino alla zona centrale della Galassia. La sua forma non perfettamente regolare lo rende più interessante del previsto.","M62 culmina basso ma possiede un nucleo intenso. Osservalo alla massima altezza e usa un aumento medio: la visione distolta mostra l'alone asimmetrico, mentre troppa potenza accentua la turbolenza vicino all'orizzonte.",Estate boreale (inverno australe),Non realistico,Media,Media,Facile,Facile
messier-M63,"M63 (Galassia Girasole) è una galassia spirale in Cani da Caccia. La Galassia Girasole ha bracci frammentati e venature di polvere nelle immagini profonde. In visuale è una luce ovale, ma con un'identità molto riconoscibile.","A ingrandimento medio M63 mostra un nucleo quasi stellare dentro un alone ovale orientato. Mantieni il centro fuori dalla visione diretta per allargare il disco; in grande apertura la tessitura granulosa può suggerire i bracci flocculenti, ma la remota corrente stellare resta fotografica.",Primavera ed estate boreali (autunno e inverno australi),Non realistico,Difficile,Media,Media,Facile
messier-M64,"M64 (Galassia Occhio Nero) è una galassia spirale in Chioma di Berenice. La Galassia Occhio Nero è famosa per la banda scura vicino al nucleo. In strumenti medi e cielo buio, quel contrasto può diventare una vera conquista osservativa.","Centra il nucleo brillante di M64 a ingrandimento medio, poi aumenta finché il cielo resta scuro. La firma da cercare è una breve incisione scura aderente a un lato del nucleo, non una fascia che attraversa tutta la galassia; la visione distolta amplia anche l'alone ovale.",Primavera ed estate boreali (autunno e inverno australi),Non realistico,Difficile,Media,Facile,Facile
messier-M65,"M65 (Tripletto del Leone) è una galassia spirale barrata in Leone. È una delle tre galassie del Tripletto del Leone. Sottile e ordinata, dà il meglio quando la osservi insieme a M66 e NGC 3628 nello stesso percorso.","Comincia a basso ingrandimento: M65, M66 e NGC 3628 possono condividere lo stesso campo e la geometria del Tripletto facilita l'identificazione. Su M65 passa a potenza media per seguire il profilo sottile e la condensazione centrale, mantenendo un fondo cielo scuro.",Primavera boreale (autunno australe),Non realistico,Difficile,Media,Media,Facile
messier-M66,"M66 (Tripletto del Leone) è una galassia spirale barrata in Leone. È la componente più evidente del Tripletto del Leone, con un nucleo forte e una forma più disturbata. È una galassia che racconta interazioni passate.","Comincia con un campo ampio che comprenda M65 e NGC 3628, poi isola M66 a ingrandimento medio. Il nucleo brillante è decentrato in un alone inclinato e asimmetrico; con cielo scuro una delle estremità appare più arcuata, mentre le code mareali restano fotografiche.",Primavera boreale (autunno australe),Non realistico,Difficile,Media,Media,Facile
messier-M67,"M67 (Ammasso Re Cobra od Occhio d'Oro) è un ammasso aperto in Cancro. È uno degli ammassi aperti più antichi e studiati, molto diverso dai giovani ammassi azzurri. All'oculare appare ricco, maturo e sorprendentemente equilibrato.","Con poca potenza individua l'alone rotondeggiante; a ingrandimento medio la foschia si scioglie in molte stelle fini e abbastanza uniformi. Un cielo trasparente conta più di un filtro, mentre aperture maggiori rendono più evidente la ricca regione centrale.",Primavera boreale (autunno australe),Non realistico,Facile,Facile,Facile,Facile
messier-M68,"M68 è un ammasso globulare in Idra. È un globulare in Idra, spesso basso e non immediato. Quando l'orizzonte sud è buono, mostra un nucleo compatto in un campo abbastanza solitario.","Per M68 la qualità dell'orizzonte sud è decisiva. Localizzalo a basso ingrandimento fra Idra e Corvo, quindi passa a una potenza media: la periferia può sgranarsi, ma il nucleo resta relativamente morbido.",Primavera ed estate boreali (autunno e inverno australi),Non realistico,Media,Media,Facile,Facile
messier-M69,"M69 è un ammasso globulare in Sagittario. È un globulare piccolo e concentrato nel Sagittario, meno spettacolare di M22 ma interessante per la sua popolazione stellare ricca di elementi pesanti.","M69 è vicino a Kaus Australis e si stacca come un piccolo disco concentrato dal campo del Sagittario. Un aumento medio-alto mette in evidenza il nucleo, ma l'estinzione rende difficile seguire l'alone esterno.",Estate boreale (inverno australe),Non realistico,Media,Media,Facile,Facile
messier-M70,"M70 è un ammasso globulare in Sagittario. È compatto e difficile, vicino alla zona in cui fu scoperta la cometa Hale-Bopp. È un obiettivo da cielo trasparente, non da serata urbana.","Cerca M70 lungo la linea fra M69 e Ascella: è più piccolo e più debole del primo. Una potenza medio-alta aiuta a separare il centro compatto dal fondo stellare, purché la trasparenza sia buona.",Estate boreale (inverno australe),Non realistico,Media,Media,Facile,Facile
messier-M71,"M71 (Ammasso Pesce Angelo) è un ammasso globulare in Freccia. È un oggetto ambiguo e affascinante, a metà tra globulare sciolto e ammasso molto denso. Nel campo della Freccia appare come una condensazione granulosa.","M71 è poco concentrato e immerso nel ricco campo della Freccia, quindi può confondersi con un ammasso aperto. Usa un campo medio: molte stelle si risolvono subito, ma cerca anche il debole chiarore non risolto fra loro.",Estate boreale (inverno australe),Non realistico,Difficile,Media,Facile,Facile
